source_file,event_id,date,year,country,region,Location,latitude,longitude,loc_accuracy,Actor1,Actor2,WeakGov,FishPop,EcoChngeOther,GroundsLim,ForeignFisher,IllegalFishing,IncrEfficiency,IncrPressure,OpsScales,Markets,Poverty,FoodInsecurity,Marginalization,StratLoc,MaritimeCrime,violence_score,ViolenceScore_Explanation,Explanation,Summary,Disputed,ForcedLabor,sst_time,lon_360,matched_sst_lat,matched_sst_lon,sst_degC,sst_search_radius_deg,sst_distance_km
Oceania_No_AUS_NZL_Final,24349221928,2011-07-29 00:00:00,2011,Papua New Guinea,Oceania,"Deliverance Island, in the Dog Leg fishing zone off the coast of Western Province, Papua New Guinea.",-9.423,141.567,Region,"The National Fishing Authority of Papua New Guinea, responsible for enforcing fishing regulations and apprehending illegal fishing vessels.","The foreign fishing vessel, Bahari Timur, which is believed to be Taiwanese-owned and operated by a crew of mixed nationalities, including Taiwanese and Indonesian nationals.",0,0,0,1,1,1,0,,0,0,0,0,0,0,0,2,The event involves the apprehension of the fishing vessel without physical violence.,"The Fisheries Dispute Event involves the apprehension of a foreign long-liner fishing trawler, the Bahari Timur, caught illegally fishing in Papua New Guinea (PNG) waters near Deliverance Island. The vessel is suspected to be Taiwanese-owned and operated by Indonesian nationals, highlighting issues of illegal fishing and foreign vessels exploiting local fisheries.","A foreign long-liner fishing trawler, the Bahari Timur, was caught illegally fishing in Papua New Guinea (PNG) waters near Deliverance Island.",0.0,0.0,2011-07-01,141.567,-10.0,142.0,25.31881332397461,2.0,79.80366462436695
Oceania_No_AUS_NZL_Final,24349224106,2011-10-14 00:00:00,2011,Papua New Guinea,Oceania,"Kerega village near Bootless Bay, approximately 10 kilometers east of Port Moresby.",-9.535,147.265,Town,A group of about 20 men from another region (highlands) armed with bush knives and axes.,The rightful landowners of the Gorogaha Clan and local villagers.,0,1,1,0,0,0,0,,0,0,1,1,0,0,0,2,"The situation described involves the destruction of property (mangroves) and could imply instances of potential physical confrontation, indicated by the use of weapons; however, it does not report direct physical harm to individuals, thus scoring a mid-level violence intensity.","The event describes a significant conflict over the destruction of mangrove trees at Kerega village near Bootless Bay, where a group of men from another region faced off against local landowners and villagers concerned for their livelihoods. The clearing of mangroves, which are crucial for the local ecosystem and the community's fishing resources, led to allegations of invasion and destruction of property.",The destruction of mangrove trees at Kerega village near Bootless Bay by a group of men from another region led to a face off against local landowners and villagers.,0.0,0.0,2011-10-01,147.265,-10.0,148.0,27.24942970275879,2.0,95.71153161906807
Oceania_No_AUS_NZL_Final,24337752663,2011-09-15 00:00:00,2011,Solomon Islands,Oceania,Solomon Islands,-8.916,159.641,Country,"The Solomon Islands government, which is responsible for setting regulations and quotas on dolphin exports and will implement a ban on live dolphin exports starting next year.","Local commercial fishermen, including Robert Satu, who wish to continue exporting dolphins and are politically motivated to challenge the government's ban.",1,0,1,1,0,0,0,,0,1,0,0,1,0,0,1,"The events described involve political statements and the potential for disputes over regulatory issues, but there are no physical confrontations or direct threats of violence noted in the article.","The article discusses a controversy surrounding the hunting and export of dolphins in the Solomon Islands, focusing on the government's upcoming ban on live dolphin exports that will start next year while current quotas remain in place. The situation has attracted significant attention from environmental groups and local fishermen who oppose the ban.",The Solomon Islands' ban on live dolphin exports will start next year.,0.0,0.0,2011-09-01,159.641,-8.0,160.0,28.931779861450195,2.0,109.2399434320341
Oceania_No_AUS_NZL_Final,24325376715,2011-05-16 00:00:00,2011,Tonga,Oceania,"Tonga, specifically referencing the sea cucumber fishery.",-20.874,-175.018,Country,"The Tonga Fisheries Division, responsible for the management and conservation of fisheries resources.",Fishermen engaging in illegal harvesting and export of sea cucumber.,0,1,0,0,0,1,0,,0,1,0,0,0,0,0,1,"The dispute primarily revolves around management and conservation issues with illegal fishing but does not indicate any physical violence, resulting in a low-level score.","The fisheries dispute event involves the management and sustainability of the sea cucumber fishery in Tonga, where stock depletion concerns have led to the implementation of strict regulations, including a moratorium and limits on catches. Illegal fishing also poses a significant threat to the sustainability and economic viability of this fishery.","Sea cucumber stock depletion concerns have led Tonga to the implementation of strict regulations, including a moratorium and limits on catches.",0.0,0.0,2011-05-01,184.982,-20.0,184.0,27.167282104492188,2.0,141.11679985317306
Oceania_No_AUS_NZL_Final,24415882772,2012-07-02 00:00:00,2012,Christmas Island,South Asia,"West of Christmas Island, specifically Flying Fish Cove.",-10.416,105.655,Town,Sri Lankan fishermen attempting to fish in Australian waters.,Australian authorities represented by HMAS Maitland.,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,2,Arrest,"The article reports on the interception of fishing boats, specifically those associated with Sri Lankan men, by the Australian naval forces near Christmas Island. This scenario reflects a potential fisheries dispute involving illegal fishing practices, where foreign boats are apprehended under a maritime context.",The interception of Sri Lankan fishing boats by the Australian naval forces near Christmas Island.,0.0,0.0,2012-07-01,105.655,-10.0,106.0,26.932815551757812,2.0,59.70889387237774
Oceania_No_AUS_NZL_Final,24407877752,2012-03-06 00:00:00,2012,Guam,Oceania,"Hag̴ṯa marina, with reference to the Alupang area as well.",13.48,144.749,Town,"John Garrido Taitano, a local angler and career fisherman who claims he was fishing legally.","Port police, responsible for enforcing marina fishing regulations.",1,0,0,1,0,1,0,,0,0,0,0,0,0,0,2,Arrest,"The event involves local angler John Garrido Taitano being arrested for allegedly fishing in a restricted area (Hag̴ṯa marina). Taitano claims to have been fishing legally in the nearby Alupang area and accuses the Port police of selective enforcement. The incident raises concerns about the enforcement of fishing regulations and the handling of Taitano's catch, which was allowed to spoil before confiscation.",Local angler was arrested for allegedly fishing in a restricted area.,0.0,0.0,2012-03-01,144.749,14.0,144.0,28.024805068969727,2.0,99.44009837330319
Oceania_No_AUS_NZL_Final,24407880198,2012-04-01 00:00:00,2012,Palau,Oceania,"Waters surrounding the Republic of Palau, particularly near the southernmost island of Peleliu.",7.032,134.211,Region,"Palau police officers, responsible for enforcing fishing laws and protecting local waters.",Chinese fishermen operating vessels suspected of illegal fishing activities.,0,0,0,1,1,1,0,,0,0,0,0,0,0,0,3,"The incident involved severe violence including the shooting of a fisherman, indicating a high level of conflict with physical harm and a resulting fatality.",A fisheries dispute occurred on April 1 when a Palauan police boat intercepted a Chinese fishing vessel suspected of illegally harvesting giant clams in a marine reserve in Palau's territorial waters. The confrontation resulted in the death of a Chinese fisherman when shots were fired as the vessel attempted to ram the government boat. A subsequent search operation was initiated after the disappearance of two local police officers and an American pilot during a subsequent plane search operation for the associated 'mother ship.' 25 Chinese fishers were detained. ,"A Palauan police boat intercepted a Chinese fishing vessel suspected of illegally harvesting giant clams in a marine reserve, a violent confrontation ensued.",0.0,0.0,2012-04-01,134.211,8.0,134.0,29.422664642333984,2.0,110.12128099619302
Oceania_No_AUS_NZL_Final,24406699133,2012-05-08 00:00:00,2012,Papua New Guinea,Oceania,"Abau District on the border of Central and Milne Bay Provinces, Papua New Guinea.",-10.133,148.418,District,"Delta Timbers Ltd, a logging company implicated in illegal activities and operating in violation of PNG laws.","National Fisheries Authority of Papua New Guinea (PNG), responsible for enforcing fisheries laws.",1,1,0,0,0,1,0,,0,1,0,0,0,0,0,2,Confiscation,"The article discusses a series of illegal activities tied to logging operations in Papua New Guinea, specifically highlighting the arrest of foreign nationals involved in logging without permits and the illegal buying of beche-de-mer despite a ban, suggesting a broader issue of illegal fishing activities tied to these logging operations.",Foreign nationals were arrested for illegally buying beche-de-mer (sea cucumber) despite a ban.,0.0,0.0,2012-05-01,148.418,-10.0,148.0,28.234092712402344,2.0,48.094182631983415
Oceania_No_AUS_NZL_Final,24406703576,2012-06-26 00:00:00,2012,Papua New Guinea,Oceania,"Port Moresby, Papua New Guinea, aboard a logging vessel.",-9.479,147.146,Town,"National Fisheries Authority of Papua New Guinea (PNG), responsible for enforcing fisheries laws.","A foreign logging company from China, represented by its captain, who violated fisheries regulations.",0,1,0,0,0,1,0,,0,1,0,0,0,0,0,2,Confiscation,"A foreign logging ship from China was fined for illegally possessing dried sea cucumbers in Papua New Guinea, violating a moratorium on harvesting this fishery resource. The event highlights ongoing challenges due to foreign exploitation of local fisheries, which are crucial for the livelihoods of local communities.",A foreign logging ship from China was fined for illegally possessing dried sea cucumbers in Papua New Guinea.,0.0,0.0,2012-06-01,147.146,-10.0,148.0,26.933551788330078,2.0,110.07060282609324
Oceania_No_AUS_NZL_Final,24406690044,2012-11-20 00:00:00,2012,Fiji,Oceania,"Fiji waters, specifically referring to Fiji's Exclusive Economic Zone (EEZ).",-17.172,178.613,Country,"Fiji, a developing country facing pressure from the European Commission regarding its fisheries management practices.","European Commission, an institution of the EU that issued a warning to Fiji about insufficient measures against illegal fishing.",1,1,0,0,1,1,0,,0,1,0,0,0,0,0,1,"The dispute described involves verbal disagreements and warnings from the EU, indicating a low-level conflict without any physical altercations or threats of violence.","The article discusses a fisheries dispute involving Fiji and the European Commission's yellow card regarding illegal, unreported, and unregulated fishing (IUU). The European Commissioner highlighted the need for Fiji and other developing nations to combat IUU fishing to preserve livelihoods and fish stocks. Fiji expressed its concerns, asserting that it has a strict compliance system to manage fishing activities.","The European Commissioner highlighted the need for Fiji to combat IUU fishing to preserve livelihoods and fish stocks, giving the country a yellow card. ",0.0,0.0,2012-11-01,178.613,-18.0,178.0,27.258752822875977,2.0,112.6883772666754
Oceania_No_AUS_NZL_Final,24379537054,2012-02-24 00:00:00,2012,Marshall Islands,Oceania,"Marshall Islands, specifically in its 200-mile exclusive economic zone.",7.107,169.699,Country,"Marshall Islands Marine Resources Authority, responsible for enforcing the shark fishing ban and imposing fines.","Japanese tuna transshipment vessel Satsuma, which was fined for carrying illegal shark products.",0,1,0,0,0,1,0,,0,1,0,0,0,0,0,2,Confiscation,"The article discusses the enforcement of a new shark fishing ban in the Marshall Islands, where fisheries and police officers have confiscated illegal shark products and fined a Japanese vessel for violating the ban. This incident highlights the conflict between enforcement efforts and fishing practices, emphasizing the need for consistent regulations across the region to prevent illegal shark fishing.",Fisheries and police officers have confiscated illegal shark products and fined a Japanese vessel for violating the shark fishing ban.,0.0,0.0,2012-02-01,169.699,8.0,170.0,27.914424896240234,2.0,104.69358420252024
Oceania_No_AUS_NZL_Final,24494273394,2012-11-20 00:00:00,2012,Vanuatu,Oceania,Vanuatu EEZ,-15.729,167.642,Country,Vanuatu,"European Commission, an institution of the EU that issued a warning to Vanuatu about insufficient measures against illegal fishing.",1,1,0,0,1,1,0,,0,1,0,0,0,0,0,1,"The dispute described involves verbal disagreements and warnings from the EU, indicating a low-level conflict without any physical altercations or threats of violence.","The article discusses the European Union's concerns regarding Vanuatu's weak laws against illegal fishing, categorizing them as non-cooperating third countries. The EU has urged these nations to strengthen their regulations to combat illegal, unreported, and unregulated (IUU) fishing, or risk losing access to EU markets for their fish products. Greenpeace calls for the EU to respect regional conservation measures and improve cooperation with Pacific states to tackle IUU fishing effectively.","The European Union's categorized Vanuatu as a non-cooperation third country due to its weak laws against illegal fishing, giving htem a yellow card.",0.0,0.0,2012-11-01,167.642,-16.0,168.0,27.59418296813965,2.0,48.72664245186009
Oceania_No_AUS_NZL_Final,24494195950,2013-06-11 00:00:00,2013,American Samoa,Oceania,"Rose Atoll National Monument, American Samoa.",-14.549,-168.155,District,"The United States National Marine Fisheries Service, which is implementing the fishing ban.","Local fishermen and the Governor of American Samoa's Manu'a District, who oppose the ban as a violation of their natural rights.",0,1,0,1,0,0,0,,0,0,0,0,1,0,0,1,"The tension surrounding the fishing ban suggests discontent and potential verbal disputes, but no physical violence is indicated in the article.","The article discusses a fishing ban within 12 nautical miles of the Rose Atoll National Monument in American Samoa, highlighting the conflict between the federal government's decision to establish a protected fishing zone and local sentiments of entitlement to fish in these waters.",A fishing ban within 12 nautical miles of the Rose Atoll National Monument in American Samoa has been established. ,0.0,0.0,2013-06-01,191.845,-14.0,192.0,28.90279197692871,2.0,63.289860493491176
Oceania_No_AUS_NZL_Final,24494203056,2013-06-26 00:00:00,2013,Fiji,Oceania,"Fiji, specifically focusing on Air Pacific's operational policies.",-18.047,178.56,Country,"Air Pacific/Fiji Airways, the national airline of Fiji, which has banned the carriage of unsustainably sourced shark fins.","Graham Southwick, owner of the Fiji Fish company, who defends the distribution of shark-related products and emphasizes the need for sustainable fishing practices.",1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,"The event involves public pressure and industry discussions rather than physical violence, thus meriting a low-level score.","The article discusses Air Pacific's decision to stop carrying unsustainably sourced shark fins, a move seen as a response to industry and media pressure. This decision reflects a broader conflict between conservation efforts and the fishing industry, particularly concerning sustainability and regulatory practices.",Air Pacific's has stopped carrying unsustainably sourced shark fins.,0.0,0.0,2013-06-01,178.56,-18.0,178.0,27.190580368041992,2.0,59.443749261349815
Oceania_No_AUS_NZL_Final,24494241420,2013-03-08 00:00:00,2013,Kiribati,Oceania,Kiribati,2.157,-157.916,Country,"Parties to the Nauru Agreement, including Papua New Guinea, Solomon Islands, Nauru, Kiribati, Tuvalu, Marshall Islands, Federated States of Micronesia, and Palau.","Kiribati, as the party that previously broke ranks and exceeded its fishing limits.",1,0,0,1,1,1,0,,0,1,0,0,0,0,0,1,The events described involve administrative actions and compliance discussions without any indications of physical confrontation or violence.,"The fisheries dispute centers on Kiribati's violation of an agreed vessel day scheme (VDS) that regulates fishing limits among the Parties to the Nauru Agreement (PNA). Following Kiribati's infringement, the PNA reconfirms its commitment to collectively enforce fishing limits to ensure sustainable tuna management, emphasizing the need for compliance among all member nations.",Kiribati's violated an agreed vessel day scheme (VDS) that regulates fishing limits among the Parties to the Nauru Agreement (PNA). ,0.0,0.0,2013-03-01,202.084,2.0,202.0,26.58903694152832,2.0,19.796355408631943
Oceania_No_AUS_NZL_Final,24443046689,2013-02-05 00:00:00,2013,Marshall Islands,Oceania,"Majuro, the capital of the Marshall Islands.",7.11,171.284,Town,"The Marshall Islands government, which is committed to protecting shark populations and has established a large shark sanctuary.",A Taiwanese fishing company that engaged in illegal shark finning within the Marshall Islands' waters.,0,1,0,1,1,1,0,,0,1,0,0,0,0,0,2,Confiscation,"The fins thrown into Majuro harbour on Tuesday were seized from a Taiwanese vessel in February. It was fined $125,000. They were sliced from hammerheads, blue sharks, makos, and an oceanic white-tip - believed to be the most endangered shark in the world. The Marshall Islands has taken a firm stance against shark fishing by banning the catching and selling of sharks within their exclusive economic zone as a response to concerns over shark population decline and biodiversity protection.",Shark fins were seized from a Taiwanese vessel in February. ,0.0,0.0,2013-02-01,171.284,8.0,172.0,28.224166870117188,2.0,126.58082093264616
Oceania_No_AUS_NZL_Final,24494175942,2013-05-07 00:00:00,2013,Micronesia,Oceania,"Between Yap and Palau, approximately 70 miles south southwest of the island of Ngulu in Yap state.",8.057,137.062,District,"The Taiwanese fishing company Luen Thai Fishing Venture, operating the Kuo Rong No. 113.","The national authorities of the Federated States of Micronesia (FSM), specifically the enforcement personnel and the attorney general.",0,0,0,1,1,1,0,,0,0,0,0,0,0,0,2,Vessel detained,"The article details a fisheries dispute involving the Taiwanese longliner Kuo Rong No. 113, which was seized by the authorities of the Federated States of Micronesia (FSM) for fishing without a proper permit and violating fishing agreements. The vessel was found operating in FSM waters between Yap and Palau without maintaining its location tracking equipment, which is required under FSM law.",The Taiwanese longliner Kuo Rong No. 113 was seized by authorities for fishing without a proper permit and violating fishing agreements.,0.0,0.0,2013-05-01,137.062,8.0,138.0,29.902254104614258,2.0,103.47283163576907
Oceania_No_AUS_NZL_Final,24494258479,2013-02-18 00:00:00,2013,Marshall Islands,Oceania,Marshall Islands waters.,7.107,169.699,Country,"Marshall Islands Fishing Venture, part of the Hong Kong-based Luen Thai Enterprises, operating long line fishing in the region.","The Marshall Islands government, specifically the Marine Resources Authority.",0,1,0,1,1,1,0,,0,1,0,0,0,0,0,2,Confiscation,"A long line fishing boat has been fined US$120,000 and banned from fishing in Marshall Islands water for violating the country's ban on shark finning. The shark fins and skins confiscated from the vessel that fished under the aegis of the Marshall Islands Fishing Venture will be publicly burned in the near future. Marshall Islands Fishing Venture is part of the Hong Kong-based Luen Thai Enterprises. Shark fins and skins from an estimated 50 sharks were discovered on board the long liner during a regional fisheries surveillance enforcement program in February.","A long line fishing boat belonging to Luen Thai Enterprises was fined US$120,000 and banned from fishing in Marshall Islands water for violating the ban on shark finning. ",0.0,0.0,2013-02-01,169.699,8.0,170.0,28.254322052001953,2.0,104.69358420252024
Oceania_No_AUS_NZL_Final,24494100151,2013-11-07 00:00:00,2013,New Caledonia,Oceania,New Caledonia's territorial waters.,-20.595,165.856,Region,"French navy, which intercepted the Chinese vessel for illegal fishing.","Chinese trawler, Hu Yu 911, and its crew who were involved in illegal fishing activities.",0,0,0,1,1,1,0,,0,0,0,0,0,0,0,2,Captain arrested,"A Chinese trawler, the Hu Yu 911, was intercepted by the French navy while illegally fishing in New Caledonia's territorial waters. The vessel was licensed to fish in Vanuatu but allegedly did not have the right to fish where it was found. The captain was interrogated and will face legal proceedings, while the fate of the crew remains uncertain.","A Chinese trawler, the Hu Yu 911, was intercepted by the French navy while illegally fishing in New Caledonia's territorial waters.",0.0,0.0,2013-11-01,165.856,-20.0,166.0,26.301498413085938,2.0,67.84398610518511
Oceania_No_AUS_NZL_Final,24494230254,2013-02-21 00:00:00,2013,Papua New Guinea,Oceania,"Milne Bay, Papua New Guinea, specifically affecting island communities.",-10.343,151.094,Region,"Island communities in Milne Bay, Papua New Guinea, particularly beche-de-mer gatherers who rely on this fishery for their livelihood.","National Fisheries Authority (NFA), represented by managing director Sylvester Pokajam, who oversees the management and regulation of the beche-de-mer fishery.",0,1,0,0,0,0,0,,1,0,1,0,0,0,0,1,"The article does not report any physical violence or conflict; instead, it describes the ban and its economic impacts, categorizing it as a low-level dispute at this point.","The article discusses the ongoing ban on beche-de-mer (sea cucumber) in Papua New Guinea, which is impacting the livelihoods of island communities in Milne Bay. National Fisheries Authority officials emphasized the need for sustainable management of the fishery, citing evidence that the sea cucumber population has not yet fully recovered from prior overharvesting. Although provincial claims suggest recovery, the ban remains in effect to protect this vital resource.",There is a ban on beche-de-mer (sea cucumber) in Papua New Guinea.,0.0,0.0,2013-02-01,151.094,-10.0,152.0,29.713665008544922,2.0,106.2411174403883
